"city","date","dow","tmpd","tmax","tmin","tmean","dptp","rhum","mxrh","mnrh","pm10mean","pm10n","pm10median","pm10max1","pm10max2","pm10max3","pm10max4","pm10max5","pm10trend","pm10mtrend","pm10grandmean","pm10tmean","pm10meanmax","pm25mean","pm25n","pm25median","pm25max1","pm25max2","pm25max3","pm25max4","pm25max5","pm25trend","pm25mtrend","pm25grandmean","pm25tmean","pm25meanmax","o3mean","o3n","o3median","o3max1","o3max2","o3max3","o3max4","o3max5","o3trend","o3mtrend","o3grandmean","o3tmean","o3meanmax","so2mean","so2n","so2median","so2max1","so2max2","so2max3","so2max4","so2max5","so2trend","so2mtrend","so2grandmean","so2tmean","so2meanmax","no2mean","no2n","no2median","no2max1","no2max2","no2max3","no2max4","no2max5","no2trend","no2mtrend","no2grandmean","no2tmean","no2meanmax","comean","con","comedian","comax1","comax2","comax3","comax4","comax5","cotrend","comtrend","cograndmean","cotmean","comeanmax","time","time2","time3","rmtmpd","rmdptp","l1pm10tmean","l1pm25tmean","l1cotmean","l1no2tmean","l1so2tmean","l1o3tmean","l2pm10tmean","l2pm25tmean","l2cotmean","l2no2tmean","l2so2tmean","l2o3tmean","l3pm10tmean","l3pm25tmean","l3cotmean","l3no2tmean","l3so2tmean","l3o3tmean"
"atla",19870111,1,34.5,38,31,33.625,22.625,64.25,73,57,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,35.1526,1,35.15263913,95,93,92,87,79,7.1284973809,7.3546663613,5.8501754838,35.15263913,95,-2.5344,1,-2.534404824,28,27,26,24,22,23.577033177,23.577033177,20.907862632,-2.534404824,28,-537.2,4,-472.4343767,900,800,500,500,500,938.43253331,925.76810553,903.94786479,-472.4343767,450,-2546.5,0,0,5.0335109286,4.0336026678,NA,NA,-389.6047859,1.2989285094,-5.930694204,NA,27.745454545,NA,167.05872016,0.3405951761,7.1109724631,NA,NA,NA,145.68156535,12.495898206,30.235972463,NA
"atla",19870112,2,40.5,54,27,47,21.75,38,82,20,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,9.611,1,9.6109724631,131,54,39,30,29,7.1284973809,7.3546663613,5.8501754838,9.6109724631,131,7.2989,1,7.2989285094,45,41,36,36,35,23.577033177,23.577033177,20.907862632,7.2989285094,45,-99.1522,4,-130.76771,3400,3300,3100,3000,2500,938.43253331,925.76810553,903.94786479,-130.76771,1750,-2545.5,0,0,-3.356127107,-1.498813232,NA,NA,-472.4343767,-2.534404824,35.15263913,NA,NA,NA,-389.6047859,1.2989285094,-5.930694204,NA,27.745454545,NA,167.05872016,0.3405951761,7.1109724631,NA
"atla",19870113,3,51,65,37,55.625,32,42.125,73,28,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,47.5276,1,47.52763913,140,114,100,96,89,7.1284973809,7.3546663613,5.8501754838,47.52763913,140,18.3406,1,18.340595176,55,55,48,46,44,23.577033177,23.577033177,20.907862632,18.340595176,55,1155,4,1180.5056899,7500,7300,7300,7000,6500,938.43253331,925.76810553,903.94786479,1180.5056899,6975,-2544.5,0,0,-12.1054505,-12.78684724,NA,NA,-130.76771,7.2989285094,9.6109724631,NA,NA,NA,-472.4343767,-2.534404824,35.15263913,NA,NA,NA,-389.6047859,1.2989285094,-5.930694204,NA
"atla",19870114,4,53.5,63,44,56.25,42.125,62,90,38,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,18.6526,1,18.65263913,86,71,53,46,39,7.1284973809,7.3546663613,5.8501754838,18.65263913,86,16.9239,1,16.923928509,68,64,61,50,43,23.577033177,23.577033177,20.907862632,16.923928509,68,2496.2,4,2560.3952141,9500,8800,8500,8000,7800,938.43253331,925.76810553,903.94786479,2560.3952141,8400,-2543.5,0,0,-11.25417673,-15.00532224,NA,NA,1180.5056899,18.340595176,47.52763913,NA,NA,NA,-130.76771,7.2989285094,9.6109724631,NA,NA,NA,-472.4343767,-2.534404824,35.15263913,NA
"atla",19870115,5,51.5,54,49,52.25,49.125,89.25,96,83,3.7455,1,3.7454545455,50,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,3.7454545455,50,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,-0.2521,1,-0.252122775,14,13,13,12,12,7.1284973809,7.3546663613,5.8501754838,-0.252122775,14,19.1323,1,19.132261843,57,53,52,50,46,23.577033177,23.577033177,20.907862632,19.132261843,57,1203.4,4,821.08361985,7600,7500,7500,6900,6800,938.43253331,925.76810553,903.94786479,821.08361985,4550,-2542.5,0,0,-2.572513131,-8.370308465,NA,NA,2560.3952141,16.923928509,18.65263913,NA,NA,NA,1180.5056899,18.340595176,47.52763913,NA,NA,NA,-130.76771,7.2989285094,9.6109724631,NA
"atla",19870116,6,50.5,52,49,50.375,49.375,96.25,100,90,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,-4.264,1,-4.264027537,9,9,8,8,8,7.1284973809,7.3546663613,5.8501754838,-4.264027537,9,7.6085,1,7.6084523189,34,31,31,30,29,23.577033177,23.577033177,20.907862632,7.6084523189,34,528.1,4,70.81188072,6200,6000,5800,5600,5500,938.43253331,925.76810553,903.94786479,70.81188072,3200,-2541.5,0,0,1.840517196,1.0338018623,3.7454545455,NA,821.08361985,19.132261843,-0.252122775,NA,NA,NA,2560.3952141,16.923928509,18.65263913,NA,NA,NA,1180.5056899,18.340595176,47.52763913,NA
"atla",19870117,7,45.5,49,42,44.75,42.25,90.875,100,86,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,-7.014,1,-7.014027537,1,1,1,1,1,7.1284973809,7.3546663613,5.8501754838,-7.014027537,1,-0.3677,1,-0.367738157,21,21,20,20,20,23.577033177,23.577033177,20.907862632,-0.367738157,21,-294.4,4,-262.1079465,2700,2700,2500,2200,2200,938.43253331,925.76810553,903.94786479,-262.1079465,1075,-2540.5,0,0,4.2815041155,8.9796447734,NA,NA,70.81188072,7.6084523189,-4.264027537,NA,3.7454545455,NA,821.08361985,19.132261843,-0.252122775,NA,NA,NA,2560.3952141,16.923928509,18.65263913,NA
"atla",19870118,1,41,43,39,42.125,41.875,99,100,96,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,-7.014,1,-7.014027537,1,1,1,1,1,7.1284973809,7.3546663613,5.8501754838,-7.014027537,1,-0.1177,1,-0.117738157,23,21,21,21,21,23.577033177,23.577033177,20.907862632,-0.117738157,23,-218.7,4,-257.9412798,3800,3000,2900,2800,2600,938.43253331,925.76810553,903.94786479,-257.9412798,1425,-2539.5,0,0,4.8524234765,10.931144486,NA,NA,-262.1079465,-0.367738157,-7.014027537,NA,NA,NA,70.81188072,7.6084523189,-4.264027537,NA,3.7454545455,NA,821.08361985,19.132261843,-0.252122775,NA
"atla",19870119,2,41.5,49,34,40.375,24.875,55.25,100,41,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,-1.639,1,-1.639027537,63,42,14,14,1,7.1284973809,7.3546663613,5.8501754838,-1.639027537,63,0.4656,1,0.4655951761,33,31,28,25,25,23.577033177,23.577033177,20.907862632,0.4655951761,33,-276.7,4,-243.5331139,3200,2600,2500,2000,2000,938.43253331,925.76810553,903.94786479,-243.5331139,2175,-2538.5,0,0,0.061578742,11.373638744,NA,NA,-257.9412798,-0.117738157,-7.014027537,NA,NA,NA,-262.1079465,-0.367738157,-7.014027537,NA,NA,NA,70.81188072,7.6084523189,-4.264027537,NA
"atla",19870120,3,35.5,39,32,37.875,27.125,65.375,79,62,NA,0,NA,NA,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,33.861,1,33.860972463,216,152,132,88,48,7.1284973809,7.3546663613,5.8501754838,33.860972463,216,10.5073,1,10.507261843,41,40,38,38,37,23.577033177,23.577033177,20.907862632,10.507261843,41,-20.4385,4,-201.6010433,4200,3800,3300,3100,3000,938.43253331,925.76810553,903.94786479,-201.6010433,2150,-2537.5,0,0,1.8109135685,5.6182408497,NA,NA,-243.5331139,0.4655951761,-1.639027537,NA,NA,NA,-257.9412798,-0.117738157,-7.014027537,NA,NA,NA,-262.1079465,-0.367738157,-7.014027537,NA
"atla",19870121,4,37,41,33,39.25,28.75,67.875,93,51,-8.2545,1,-8.254545455,38,NA,NA,NA,NA,38.787530477,36.74137931,33.764099572,-8.254545455,38,NA,0,NA,NA,NA,NA,NA,NA,21.042605262,20.610380623,19.90988145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.70759693,25.51504343,26.572471554,NA,NA,6.3193,1,6.3193057965,34,31,26,24,19,7.1284973809,7.3546663613,5.8501754838,6.3193057965,34,15.4656,1,15.465595176,51,46,44,43,43,23.577033177,23.577033177,20.907862632,15.465595176,51,394,4,294.82373843,7400,7300,5100,4800,3900,938.43253331,925.76810553,903.94786479,294.82373843,3450,-2536.5,0,0,-2.589536169,-0.532781011,NA,NA,-201.6010433,10.507261843,33.860972463,NA,NA,NA,-243.5331139,0.4655951761,-1.639027537,NA,NA,NA,-257.9412798,-0.117738157,-7.014027537,NA
